name,type,currency,interval,mrr,arr,discount_count,prompts_count,prompt_limit,baseline_credits_needed,credits_usage,credits_capacity,orgs_count,orgs_count_hf,orgs_purchased,new_plan,plan_credits,plan_price,purchased_credits,extra_credits_granted,extra_credits_granted_10,discount_pct,discount_amount,total_available_credits,unused_credits,unused_purchased_credits,arr_at_risk
Attruby,IN_HOUSE,eur,month,199,,0,5.0,100.0,9000,450,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,14475,14475,2316
Bray Leino,AGENCY,eur,month,199,,0,153.0,100.0,13770,13770,9000.0,1,0,1.0,growth,12935,199,0,835,919,0.0,0,13770,0,0,0
Axial,IN_HOUSE,eur,month,90,,0,19.0,25.0,2250,1710,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1850,1850,555
Kamil Havlicek,AGENCY,eur,month,89,,0,1.0,25.0,2250,90,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,2160,2160,1025
Whimsy Games Group LTD,IN_HOUSE,eur,month,89,,0,16.0,25.0,2250,1440,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2120,2120,636
diginea GmbH,AGENCY,eur,month,89,,0,6.0,25.0,2250,540,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1710,1710,812
BODi,IN_HOUSE,eur,month,199,,0,58.0,100.0,12000,6960,12000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,7965,7965,1274
Stanbridge University,IN_HOUSE,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Strise,IN_HOUSE,eur,month,199,,0,95.0,100.0,9000,8550,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,6375,6375,1020
CloudAMQP,IN_HOUSE,eur,month,89,,0,18.0,25.0,2250,1620,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1940,1940,582
Mailtrap,IN_HOUSE,eur,month,297,,0,44.0,100.0,15000,6600,15000.0,1,0,1.0,pro,14925,199,75,0,0,0.0,0,15000,8400,8400,1344
Home365,IN_HOUSE,eur,month,120,,0,30.0,30.0,4500,4500,4500.0,1,1,1.0,starter,3560,89,940,0,0,0.0,0,4500,0,0,0
LMO7,AGENCY,eur,month,178,,0,43.0,50.0,4500,3870,4500.0,2,0,2.0,intro,2250,89,2250,0,0,0.0,0,4500,630,630,299
skedda.com,IN_HOUSE,eur,month,199,,0,96.0,100.0,9000,8640,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,6285,6285,1006
Elevate Wellness and Med Spa,IN_HOUSE,usd,month,89,,0,10.0,25.0,2250,900,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2660,2660,798
Twini,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Lotuscrafts,IN_HOUSE,eur,month,89,,0,15.0,25.0,2250,1350,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2210,2210,663
LANDR,IN_HOUSE,eur,month,200,,0,52.0,115.0,10350,4680,10350.0,2,2,2.0,pro,14925,199,0,0,0,0.0,0,14925,10245,10245,1639
Schlun & Elseven Rechtsanwälte,IN_HOUSE,eur,month,299,,0,64.0,100.0,18000,11520,18000.0,1,0,1.0,pro,14925,199,3075,0,0,0.0,0,18000,6480,6480,1037
TJ Digital,AGENCY,eur,month,1100,,0,1041.0,1050.0,102000,101190,102000.0,21,0,22.0,scale,37425,499,45075,19500,21450,0.0,0,102000,810,0,0
GTPZero,IN_HOUSE,eur,month,199,,0,19.0,100.0,9000,1710,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,13215,13215,2114
Henning Heesen & Company®,IN_HOUSE,eur,month,90,,0,1.0,25.0,2250,90,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3470,3470,1041
Olympus Lab,AGENCY,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,0,0,0
Fotocasa,IN_HOUSE,eur,month,1194,,0,20.0,100.0,9000,1800,9000.0,1,0,1.0,enterprise,49900,499,0,0,0,0.0,0,49900,48100,48100,5772
Genie AI,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Antler,IN_HOUSE,eur,month,178,,1,63.0,75.0,6750,5670,6750.0,3,2,3.0,starter,3560,89,3190,0,0,0.0,0,6750,1080,1080,324
PolicyMe,IN_HOUSE,eur,month,108,,0,25.0,25.0,3000,3000,3000.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,560,560,168
Kadima,AGENCY,usd,month,89,,0,22.0,25.0,2250,1980,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,270,270,128
 IT GOAT,IN_HOUSE,eur,month,90,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Chantelle,IN_HOUSE,eur,month,199,,0,25.0,100.0,9000,2250,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,12675,12675,2028
One Click Marketing,AGENCY,eur,month,199,,0,84.0,100.0,9000,7560,9000.0,4,0,4.0,growth,12935,199,0,0,0,0.0,0,12935,5375,5375,992
Offbeat Projects,AGENCY,eur,month,199,,0,26.0,40.0,3600,2340,3600.0,4,0,10.0,growth,12935,199,0,0,0,0.0,0,12935,10595,10595,1956
UpXcale,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Kinesso,AGENCY,eur,month,329,,0,100.0,250.0,22500,9000,22500.0,1,1,2.0,growth,12935,199,8450,1115,1226,0.0,0,22500,13500,12385,2286
Italki,IN_HOUSE,eur,month,169,,0,89.0,106.0,9540,8010,9540.0,4,4,4.0,starter,3560,89,3200,2780,3058,0.0,0,9540,1530,0,0
eology,AGENCY,eur,month,638,,1,296.0,345.0,31050,26640,31050.0,7,2,8.0,scale,37425,499,0,0,0,0.0,0,37425,10785,10785,1726
EdgeAngel,AGENCY,eur,month,89,,0,12.0,25.0,2250,1080,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1170,1170,555
Siteground,IN_HOUSE,eur,year,169,2029.0,0,42.0,100.0,9000,3780,9000.0,1,0,1.0,pro,14925,1990,0,0,0,0.0,0,14925,11145,11145,1486
Meaningful,AGENCY,eur,month,400,,0,180.0,300.0,27000,16200,27000.0,20,0,20.0,growth,12935,199,13065,1000,1100,0.0,0,27000,10800,9800,1809
Revenera,IN_HOUSE,eur,month,199,,0,40.0,100.0,9000,3600,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,11325,11325,1812
Jung von Matt IMPACT,AGENCY,eur,month,400,,0,93.0,250.0,22500,8370,22500.0,5,0,6.0,growth,12935,199,9565,0,0,0.0,0,22500,14130,14130,2609
HarrySid,IN_HOUSE,usd,month,89,,0,16.0,25.0,2250,1440,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2120,2120,636
Corporate Apartment Group ,IN_HOUSE,eur,month,89,,0,11.0,25.0,2250,990,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2570,2570,771
Wildgoose,IN_HOUSE,eur,month,89,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1670,1670,501
Graphite,AGENCY,usd,month,89,,0,44.0,50.0,4500,3960,4500.0,1,0,1.0,intro,2250,89,0,2250,2475,0.0,0,4500,540,0,0
RIEGG,AGENCY,eur,month,100,,0,50.0,100.0,9000,4500,9000.0,2,0,1.0,intro,2250,89,265,6485,7133,0.0,0,9000,4500,0,0
Techem ,IN_HOUSE,eur,month,89,,0,17.0,25.0,2250,1530,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2030,2030,609
Leadstream,AGENCY,eur,month,185,,0,60.0,80.0,7200,5400,7200.0,8,0,20.0,intro,2250,89,2427,2523,2775,0.0,0,7200,1800,0,0
Journey Further,AGENCY,eur,month,597,,0,202.0,300.0,27000,18180,27000.0,3,0,3.0,scale,37425,499,0,0,0,0.0,0,37425,19245,19245,3079
Kurk,IN_HOUSE,eur,month,89,,0,19.0,25.0,2250,1710,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1850,1850,555
Abax,IN_HOUSE,eur,month,199,,0,100.0,100.0,9000,9000,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,5925,5925,948
SEOlyse,AGENCY,eur,month,90,,0,49.0,50.0,4500,4410,4500.0,2,0,1.0,intro,2250,89,25,2225,2447,0.0,0,4500,90,0,0
STRAT7,IN_HOUSE,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3110,3110,933
Paddle Creative,AGENCY,eur,month,89,,0,14.0,25.0,2250,1260,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,990,990,470
Cut Inside,AGENCY,eur,month,200,,0,68.0,120.0,10800,6120,10800.0,6,0,5.0,growth,12935,199,0,0,0,0.0,0,12935,6815,6815,1258
Parfois,IN_HOUSE,eur,month,89,,0,22.0,25.0,2250,1980,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1580,1580,474
Moonshot,AGENCY,eur,month,89,,0,24.0,25.0,2250,2160,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,90,90,43
Pure Visibility,AGENCY,usd,month,530,,1,117.0,175.0,15750,10530,15750.0,7,0,7.0,scale,37425,499,0,0,0,0.0,0,37425,26895,26895,4303
DCAcar,IN_HOUSE,eur,month,376,,0,99.0,100.0,21000,20790,21000.0,1,0,1.0,pro,14925,199,6075,0,0,0.0,0,21000,210,210,34
QualityLogic,IN_HOUSE,usd,month,89,,0,13.0,25.0,2250,1170,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2390,2390,717
omnisend,IN_HOUSE,eur,month,120,,0,23.0,30.0,5400,4140,5400.0,1,1,1.0,starter,3560,89,1240,600,660,0.0,0,5400,1260,660,198
We Venture,AGENCY,eur,month,199,,0,47.0,100.0,9000,4230,9000.0,2,0,2.0,growth,12935,199,0,0,0,0.0,0,12935,8705,8705,1607
UNESCO,IN_HOUSE,usd,month,4970,,0,500.0,500.0,45000,45000,45000.0,1,0,1.0,enterprise,49900,499,0,0,0,0.0,0,49900,4900,4900,588
Digi-Express Digital Marketing,AGENCY,eur,month,398,,0,200.0,200.0,18000,18000,18000.0,4,0,4.0,growth,12935,199,5065,0,0,0.0,0,18000,0,0,0
outmove,AGENCY,eur,month,199,,0,96.0,95.0,8640,8640,8550.0,4,0,7.0,growth,12935,199,0,0,0,0.0,0,12935,4295,4295,793
Outrank,AGENCY,eur,month,199,,0,55.0,100.0,9000,4950,9000.0,1,0,1.0,growth,12935,199,0,0,0,0.0,0,12935,7985,7985,1474
Digital PR,AGENCY,eur,month,89,,0,14.0,25.0,2250,1260,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,990,990,470
LCCC,IN_HOUSE,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3110,3110,933
involve.me,IN_HOUSE,eur,month,89,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1670,1670,501
PosterMyWall,IN_HOUSE,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
BOXT,IN_HOUSE,eur,month,89,,0,18.0,25.0,2250,1620,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1940,1940,582
VRR AöR,IN_HOUSE,eur,month,89,,0,9.0,25.0,2250,810,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2750,2750,825
Dig Insights,IN_HOUSE,eur,month,90,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Mister Spex,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,1,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Fire on the Hill,AGENCY,eur,month,1280,,0,705.0,800.0,72000,63450,72000.0,8,0,8.0,scale,37425,499,34575,0,0,0.0,0,72000,8550,8550,1368
Tax Defense Network,IN_HOUSE,usd,month,189,,0,12.0,25.0,6000,2880,6000.0,1,0,1.0,starter,3560,89,2440,0,0,0.0,0,6000,3120,3120,936
Canopy Management,IN_HOUSE,usd,month,89,,0,6.0,25.0,2250,540,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3020,3020,906
Contrast,IN_HOUSE,eur,month,89,,0,20.0,25.0,2250,1800,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1760,1760,528
DYNO,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
red-engage,AGENCY,eur,month,200,,0,7.0,175.0,15750,630,15750.0,4,0,4.0,growth,12935,199,65,2750,3025,0.0,0,15750,15120,12370,2284
R2,AGENCY,eur,month,199,,0,0.0,50.0,4500,0,4500.0,1,0,2.0,growth,12935,199,0,0,0,0.0,0,12935,12935,12935,2388
Ontra,IN_HOUSE,usd,month,199,,0,35.0,100.0,9000,3150,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,11775,11775,1884
Peak Ace,AGENCY,eur,month,1300,,0,1050.0,1115.0,134250,128370,134250.0,13,4,,scale,37425,499,60075,36750,40425,0.0,0,134250,5880,0,0
Olive & Company,AGENCY,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,0,0,0
Bluebird,AGENCY,eur,month,400,,0,21.0,60.0,5400,1890,5400.0,2,0,10.0,growth,12935,199,0,0,0,0.0,0,12935,11045,11045,2039
allink,AGENCY,eur,month,89,,0,20.0,25.0,2250,1800,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,450,450,214
Semji,IN_HOUSE,eur,month,576,,0,186.0,250.0,22500,16740,22500.0,5,0,5.0,enterprise,49900,499,0,0,0,0.0,0,49900,33160,33160,3979
Rebel Cause Digital,AGENCY,usd,month,445,,0,91.0,125.0,11250,8190,11250.0,5,0,5.0,growth,12935,199,0,0,0,0.0,0,12935,4745,4745,876
Inter-dev,AGENCY,eur,month,89,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,360,360,171
FGS Global (Europe),AGENCY,eur,month,499,,0,392.0,550.0,49500,35280,49500.0,6,0,1.0,scale,37425,499,0,12075,13283,0.0,0,49500,14220,2145,343
Tiying Zhao,AGENCY,usd,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1800,1800,854
Leapsly,AGENCY,eur,month,349,,0,176.0,225.0,20250,15840,20250.0,2,0,1.0,growth,12935,199,7315,0,0,0.0,0,20250,4410,4410,814
AiPrise,IN_HOUSE,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Rep.ai,IN_HOUSE,usd,month,89,,0,8.0,25.0,2250,720,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2840,2840,852
MED-EL,IN_HOUSE,eur,month,89,,0,7.0,25.0,2250,630,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2930,2930,879
Biggie - CHFR,AGENCY,eur,month,448,,0,310.0,350.0,31500,27900,31500.0,5,1,3.0,growth,12935,199,16169,2396,2636,0.0,0,31500,3600,1204,222
Airfleet,IN_HOUSE,eur,month,200,,0,59.0,125.0,12750,5670,12750.0,3,0,4.0,pro,14925,199,0,0,0,0.0,0,14925,9255,9255,1481
HiveMQ,IN_HOUSE,eur,month,199,,0,99.0,100.0,9000,8910,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,6015,6015,962
Lick,IN_HOUSE,eur,month,89,,0,24.0,25.0,2250,2160,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1400,1400,420
GVB,IN_HOUSE,eur,month,89,,0,19.0,25.0,2250,1710,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1850,1850,555
Quicklizard,IN_HOUSE,eur,month,96,,1,30.0,30.0,2700,2700,2700.0,1,1,1.0,starter,3560,89,0,0,0,0.0,0,3560,860,860,258
Technical creatives,AGENCY,eur,month,374,,0,66.0,205.0,18450,5940,18450.0,10,0,13.0,growth,12935,199,5515,0,0,0.0,0,18450,12510,12510,2310
AlertMedia,IN_HOUSE,eur,month,199,,0,60.0,100.0,9000,5400,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,9525,9525,1524
PARK 7,IN_HOUSE,eur,month,199,,0,7.0,50.0,4500,630,4500.0,1,0,2.0,pro,14925,199,0,0,0,0.0,0,14925,14295,14295,2287
GrowRoom,AGENCY,eur,month,689,,0,282.0,300.0,45000,42300,45000.0,1,0,1.0,scale,37425,499,7575,0,0,0.0,0,45000,2700,2700,432
EOM.de,AGENCY,eur,month,288,,0,34.0,125.0,11250,3060,11250.0,2,0,2.0,growth,12935,199,0,0,0,0.0,0,12935,9875,9875,1823
YOYABA,AGENCY,eur,month,180,,0,85.0,85.0,7650,7650,7650.0,3,2,3.0,intro,2250,89,2301,3099,3409,0.0,0,7650,0,0,0
Maschinensucher,IN_HOUSE,eur,month,89,,0,22.0,25.0,2250,1980,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1580,1580,474
Aikido Security,IN_HOUSE,eur,month,299,,0,133.0,250.0,60000,31920,60000.0,1,1,1.0,pro,14925,199,7500,37575,41332,0.0,0,60000,28080,0,0
Gigs,IN_HOUSE,eur,month,199,,0,94.0,100.0,9000,8460,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,6465,6465,1034
Voy,IN_HOUSE,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3110,3110,933
Signalchecker,IN_HOUSE,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3110,3110,933
Exportarts,AGENCY,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,0,0,0
CFOshare,IN_HOUSE,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Unic AG,AGENCY,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,0,0,0
TRES Finance,IN_HOUSE,eur,month,199,,0,100.0,100.0,12000,12000,12000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,2925,2925,468
Digital Sisco,AGENCY,eur,month,468,,0,220.0,600.0,54000,19800,54000.0,6,3,5.0,growth,12935,199,17485,23580,25938,0.0,0,54000,34200,10620,1961
EWR Digital,AGENCY,usd,month,89,,0,9.0,25.0,2250,810,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1440,1440,684
Zenoti,IN_HOUSE,usd,month,89,,0,6.0,25.0,2250,540,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3020,3020,906
projx,AGENCY,eur,month,90,,0,35.0,50.0,4500,3150,4500.0,2,1,1.0,intro,2250,89,25,2225,2447,0.0,0,4500,1350,0,0
Connextek,IN_HOUSE,eur,month,89,,0,10.0,25.0,2250,900,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2660,2660,798
SimplePractice,IN_HOUSE,eur,month,199,,0,100.0,100.0,9000,9000,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,5925,5925,948
Osano,IN_HOUSE,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Art of Living,IN_HOUSE,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Photohuman,IN_HOUSE,eur,month,89,,0,7.0,25.0,2250,630,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2930,2930,879
Movavi,IN_HOUSE,eur,month,227,,0,21.0,25.0,5250,4410,5250.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,10515,10515,1682
Measurlabs,IN_HOUSE,eur,month,199,,0,93.0,100.0,9000,8370,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,6555,6555,1049
firstmotion.com,AGENCY,eur,month,199,,0,34.0,50.0,4500,3060,4500.0,1,0,2.0,growth,12935,199,0,0,0,0.0,0,12935,9875,9875,1823
Convert,IN_HOUSE,eur,month,89,,0,16.0,25.0,2250,1440,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2120,2120,636
Slash Digital,AGENCY,eur,month,424,,0,250.0,500.0,45000,22500,45000.0,5,0,5.0,growth,12935,199,14625,17440,19184,0.0,0,45000,22500,5060,934
Cellgo,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Better Stack,IN_HOUSE,eur,month,199,,0,100.0,100.0,9000,9000,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,5925,5925,948
Novopath,IN_HOUSE,eur,month,499,,0,272.0,300.0,27000,24480,27000.0,1,0,1.0,enterprise,49900,499,0,0,0,0.0,0,49900,25420,25420,3050
Twenty-Eight,AGENCY,eur,month,178,,0,50.0,50.0,4500,4500,4500.0,2,0,2.0,intro,2250,89,2250,0,0,0.0,0,4500,0,0,0
IBEX,AGENCY,eur,month,89,,0,9.0,25.0,2250,810,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1440,1440,684
Digitombs Ltd,AGENCY,eur,month,89,,0,23.0,25.0,2250,2070,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,180,180,85
Sales Talent Inc.,IN_HOUSE,usd,month,89,,0,18.0,25.0,2250,1620,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1940,1940,582
ActiveCampaign,IN_HOUSE,eur,month,199,,0,19.0,100.0,9000,1710,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,13215,13215,2114
Unobravo,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Newsflare,IN_HOUSE,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3110,3110,933
Supademo,IN_HOUSE,eur,month,199,,0,63.0,100.0,9000,5670,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,9255,9255,1481
Cegid,IN_HOUSE,eur,month,199,,0,5.0,100.0,9000,450,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,14475,14475,2316
Orthomol,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
HiPeople,IN_HOUSE,eur,month,89,,0,8.0,25.0,2250,720,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2840,2840,852
hipages Group,IN_HOUSE,eur,month,278,,0,98.0,100.0,21000,20580,21000.0,1,0,1.0,pro,14925,199,5925,150,165,0.0,0,21000,420,270,43
Floowi,IN_HOUSE,eur,month,150,,0,15.0,100.0,9000,1350,9000.0,1,0,1.0,starter,3560,89,2440,3000,3300,0.0,0,9000,7650,4650,1395
TribeTokes,IN_HOUSE,usd,month,89,,0,7.0,25.0,2250,630,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2930,2930,879
Namespace,IN_HOUSE,eur,month,89,,0,15.0,25.0,2250,1350,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2210,2210,663
CAMPFIRE,IN_HOUSE,eur,month,90,,0,13.0,25.0,2250,1170,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2390,2390,717
Impactful Apartment Marketing,IN_HOUSE,eur,month,496,,0,134.0,248.0,22320,12060,22320.0,10,0,16.0,pro,14925,199,7395,0,0,0.0,0,22320,10260,10260,1642
BIT Capital,IN_HOUSE,eur,month,178,,0,7.0,50.0,4500,630,4500.0,2,0,2.0,starter,3560,89,940,0,0,0.0,0,4500,3870,3870,1161
Simpalm,IN_HOUSE,usd,month,89,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1670,1670,501
Digital Gravity,AGENCY,eur,month,89,,0,24.0,25.0,2250,2160,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,90,90,43
Sam Ficek,AGENCY,eur,month,89,,0,18.0,25.0,2250,1620,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,630,630,299
Dash ,IN_HOUSE,eur,month,199,,0,43.0,100.0,9000,3870,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,11055,11055,1769
Media Intelligence,AGENCY,eur,month,199,,0,11.0,100.0,9000,990,9000.0,1,0,1.0,growth,12935,199,0,0,0,0.0,0,12935,11945,11945,2205
Beyondweb,AGENCY,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1800,1800,854
Omio,IN_HOUSE,eur,year,169,2029.0,0,62.0,100.0,9000,5580,9000.0,1,0,1.0,pro,14925,1990,0,0,0,0.0,0,14925,9345,9345,1246
Singularity Digital,AGENCY,eur,month,199,,0,56.0,100.0,9000,5040,9000.0,2,0,2.0,growth,12935,199,0,0,0,0.0,0,12935,7895,7895,1458
Challenge Accepted,IN_HOUSE,usd,month,89,,0,2.0,25.0,2250,180,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3380,3380,1014
Team 503,AGENCY,usd,month,178,,0,50.0,50.0,4500,4500,4500.0,2,0,2.0,intro,2250,89,2250,0,0,0.0,0,4500,0,0,0
Lattice Publishing,AGENCY,eur,month,400,,0,50.0,150.0,36000,12000,36000.0,3,0,6.0,growth,12935,199,13066,9999,10999,0.0,0,36000,24000,14001,2585
GenderGP,IN_HOUSE,eur,month,398,,0,117.0,200.0,18000,10530,18000.0,2,0,2.0,pro,14925,199,3075,0,0,0.0,0,18000,7470,7470,1195
Kicksta,IN_HOUSE,eur,month,89,,0,6.0,25.0,2250,540,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3020,3020,906
Claire Lagoutte Consulting,AGENCY,eur,month,89,,0,15.0,25.0,2250,1350,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,900,900,427
MJBLabs,AGENCY,usd,month,89,,0,18.0,25.0,2250,1620,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,630,630,299
Remazing,AGENCY,eur,month,89,,0,12.0,25.0,2250,1080,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1170,1170,555
